Timestamp (ms),X,Y,Z
297064851.0,2.03,-43.78,53.78
297066832.0,-4.19,-52.07,42.31
297068812.0,-4.8,-26.33,-39.43
297070792.0,31.8,-15.96,10.35
297072772.0,-14.92,7.95,112.71
297074752.0,-43.11,7.71,-18.57
297076733.0,-41.89,2.34,23.89
297078713.0,-27.49,-18.4,109.66
297080693.0,-11.39,32.72,-34.91
297082673.0,-4.07,10.64,57.68
297084653.0,-9.19,17.1,29.62
297086634.0,7.77,-5.83,4.86
297088614.0,-0.04,-38.04,86.6
297090594.0,13.5,-21.69,-6.49
297092574.0,30.34,2.46,51.22
297094555.0,61.33,-32.67,49.88
297096535.0,12.77,-83.91,-13.93
297098515.0,-15.66,-48.9,2.17
297100495.0,-18.22,-17.06,94.28
297102475.0,18.38,-17.55,-20.27
297104456.0,-3.58,-26.33,15.59
297106436.0,-9.56,21.01,11.93
297108416.0,-44.81,31.99,14.25
297110396.0,-20.9,-31.58,79.89
297112376.0,-24.81,4.66,-51.99
297114357.0,13.87,36.87,55.61
297116337.0,11.92,22.23,89.77
297118317.0,4.47,1.73,-45.77
297120297.0,-2.48,-18.16,24.01
297122277.0,-9.31,-8.52,84.4
297124258.0,27.17,-3.88,-6.12
297126238.0,35.83,-27.06,3.88
297128218.0,51.93,-68.05,-19.79
297130198.0,-6.51,-32.8,91.84
297132178.0,-11.63,-46.34,77.81
297134159.0,-7.73,-33.89,-62.24
297136139.0,32.29,-19.38,-7.34
297138119.0,-3.82,17.1,82.94
297140099.0,-38.23,-6.69,-4.05
297142079.0,-40.3,-15.84,41.46
297144060.0,-36.76,-18.03,66.1
297146040.0,-15.29,23.57,-5.27
297148020.0,1.55,-2.66,50.97
297150000.0,-12.12,5.15,39.99
297151981.0,12.16,-8.4,17.55
297153961.0,2.52,-40.48,55.61
297155941.0,17.28,-29.99,46.95
297157921.0,13.38,4.54,11.45
297159901.0,56.81,-32.31,53.17
297161882.0,9.84,-84.65,-11.98
297163862.0,3.74,-49.14,6.81
297165842.0,-23.95,-11.32,59.15
297167822.0,29.61,-18.77,17.55
297169802.0,-7.85,-19.74,-22.47
297171783.0,-19.44,14.05,12.67
297173763.0,-43.59,24.18,60.37
297175743.0,-28.59,-19.74,25.6
297177723.0,-27.0,-3.03,4.61
297179703.0,-10.78,45.53,25.84
297181684.0,9.6,17.22,66.96
297183664.0,3.38,-5.59,-21.98
297185644.0,7.04,-18.52,26.09
297187624.0,-8.46,-9.98,82.94
297189604.0,42.66,-2.17,34.14
297191585.0,39.61,-21.45,-29.91
297193565.0,51.81,-79.77,17.67
297195545.0,-12.85,-30.48,60.98
297197525.0,-13.09,-62.56,80.74
297199506.0,-4.8,-37.07,-50.77
297201486.0,24.12,-19.62,-11.49
297203466.0,-0.04,4.54,96.97
297205446.0,-40.67,-10.96,-21.74
297207426.0,-39.08,-12.67,37.31
297209407.0,-28.47,-16.33,86.84
297211387.0,-4.07,28.81,-21.86
297213367.0,10.57,-6.57,42.19
297215347.0,-10.78,11.73,53.17
297217327.0,-1.63,-17.06,5.22
297219308.0,-9.19,-36.21,70.74
297221288.0,14.97,-23.04,12.67
297223268.0,27.9,2.58,28.04
297225248.0,49.49,-31.09,51.1
297227228.0,3.25,-74.15,9.25
297229209.0,-12.48,-42.92,11.81
297231189.0,-21.88,-3.64,44.87
297233169.0,39.37,-17.55,21.94
